	Topic_Num	Topic_Perc_Contrib	Keywords	Text
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>296</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:05 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 12:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 12:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 12:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 12:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 12:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 01:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 01:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 12:00:00 PM-09/08/1999 01:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>PSPL issues</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>297</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:20 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 12:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 12:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 12:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 12:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 12:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 01:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 01:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 12:00:00 PM-09/08/1999 01:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>PSPL issues</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>298</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:37 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 12:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 12:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 12:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 12:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 12:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 01:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 01:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 12:00:00 PM-09/08/1999 01:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>PSPL issues</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>299</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:20 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 01:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 01:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 01:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 01:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 01:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 02:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 02:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 01:00:00 PM-09/08/1999 02:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Revise cheat sheet for Enpower</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>300</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:20 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 01:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 01:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 01:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 01:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 01:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 02:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 02:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 01:00:00 PM-09/08/1999 02:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Revise cheat sheet for Enpower</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>301</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:05 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 01:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 01:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 01:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 01:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 01:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 02:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 02:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 01:00:00 PM-09/08/1999 02:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Revise cheat sheet for Enpower</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>302</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:37 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 01:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 01:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 01:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 01:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 01:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 02:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 02:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 01:00:00 PM-09/08/1999 02:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Revise cheat sheet for Enpower</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>303</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:21 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 02:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 02:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 02:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 02:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 02:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 03:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 03:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 02:00:00 PM-09/08/1999 03:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Dairy project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>304</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:20 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 02:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 02:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 02:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 02:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 02:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 03:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 03:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 02:00:00 PM-09/08/1999 03:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Dairy project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>305</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:06 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 02:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 02:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 02:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 02:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 02:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 03:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 03:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 02:00:00 PM-09/08/1999 03:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Dairy project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>306</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:37 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 02:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 02:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 02:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 02:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 02:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 03:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 03:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 02:00:00 PM-09/08/1999 03:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Dairy project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>307</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:21 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 03:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 03:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 03:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 03:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 03:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 04:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 04:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 03:00:00 PM-09/08/1999 04:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>California allocation project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>308</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:37 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 03:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 03:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 03:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 03:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 03:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 04:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 04:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 03:00:00 PM-09/08/1999 04:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>California allocation project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>309</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:21 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 03:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 03:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 03:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 03:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 03:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 04:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 04:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 03:00:00 PM-09/08/1999 04:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>California allocation project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>310</OMNICalendarEntryID>
        <OMNICreatedDate>9/9/1999 11:00:06 AM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>09/08/1999 03:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>09/08/1999 03:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>09/08/1999 03:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>09/08/1999 03:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>09/08/1999 03:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>09/08/1999 04:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>09/08/1999 04:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>09/08/1999 03:00:00 PM-09/08/1999 04:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>California allocation project</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>311</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:39:21 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
